ficID,ficDataset,senID,Sentiment,Verbs,nerIDs,Clusters,
1344,ROMANCE,105,Negative," "" You 've gone completely native , have n't you ? """,[],[458]
1344,ROMANCE,107,Neutral, Only to see three crows perched on the sill .,[],[455]
1344,ROMANCE,108,Negative," "" You , you see - The harbinger is a most terrible nemesis !",[],[458]
1344,ROMANCE,109,Negative," I must stay to thwart them , for I am the only one who knows its tricks !",[],"[462, 473, 464, 467]"
1344,ROMANCE,112,Neutral, As the humans say - Farewell !,[],[477]
1344,ROMANCE,115,Positive, Woo !,[],[486]
1344,ROMANCE,121,Neutral," "" I 'd say they take after me more though , they 're very polite when in polite company . """,[],"[525, 517]"
1344,ROMANCE,122,Negative," "" Are you calling me bad ?",[],"[525, 517]"
1344,ROMANCE,123,Neutral, That 's just unfair angel .,[],[518]
1344,ROMANCE,125,Negative," You usually like it so much , I guess I 'll have to remind you .",[],"[525, 522, 524]"
1344,ROMANCE,126,Neutral," "" "" Champagne first , Dove .",[],"[526, 527]"
1344,ROMANCE,129,Neutral," Carelessly joking , on the wide London sidewalks .",[],[542]
1344,ROMANCE,131,Neutral, Your mother and I will part ways with you now .,[],"[549, 550, 209]"
1344,ROMANCE,132,Positive," "" With a quick hug and assurance that , yes , they 'll stay off the street , mom , and wo n't take anything from strangers mom , they were off . """,[],[578]
1344,ROMANCE,133,Neutral," Sneaky bird , what have you got planned ?",[],[565]
1344,ROMANCE,136,Positive," "" They strolled everywhere in the city , stopping for lunch at the Ritz , before they arrived at their intended destination at sunset - a strikingly familiar deserted bandstand .",[],"[578, 576]"
1344,ROMANCE,139,Neutral, Why are we here ?,[],[584]
1344,ROMANCE,141,Negative," I asked you , eleven years and one day ago , to run away with me .",[],"[594, 595, 616, 623]"
1344,ROMANCE,143,Neutral," Now , I 'd like to ask you to stay , right here .",[],"[612, 209, 623]"
1344,ROMANCE,145,Neutral," With - With me , again "" They added a moment later .",[],"[616, 620]"
1344,ROMANCE,146,Neutral," The angel smiled , warm , and knocked them onto the ground in an embrace .",[],[620]
1344,ROMANCE,147,Neutral," "" Of course , you absolute dork ! """,[],[623]
1383,ROMANCE,0,Positive," ## History , Naturally Aziraphale had n’t modeled since Leo , the dear , had sent him that rather desperate note after a summer ague had felled half the most nubile boys in Florence [ 1 ] , but he was “ absolutely tickled , Bernard , to be asked , really , it ’s an honor to sit for any fine artist , but for one doing such innovative expressions with , er , wet paste – – “ “ Euh , Monsieur le pasteur , ” said Bernard , who was , though undoubtedly a great artist who would be remembered unto the end of all days , unfortunately and unavoidably French .","[28, 1]","[7, 1, 2, 3, 4, 6, 15, 20, 21, 24]"
1383,ROMANCE,1,Neutral, He gently pried Aziraphale ’s fingers from his bedoubleted shoulder [ 2 ] .,"[14, 28]","[25, 7]"
1383,ROMANCE,3,Positive," Aziraphale followed obediently , only to see Bernard ’s wife throw them a poisonous look over her shoulder , perhaps because Aziraphale was after all a handsome enough if not conventionally dashing man following her husband into his private apartments , or then again perhaps because Aziraphale was a known art - lover and her husband had infamously bankrupted the family through sixteen years ’ worth of failed efforts to crack the secret of Chinese porcelain .",[28],"[7, 37, 47]"
1383,ROMANCE,4,Negative," “ How do you do , Madame Palissy , ” he tried , bowing a little from the shoulder as Bernard rushed him through the house .",[28],"[7, 61]"
1383,ROMANCE,5,Positive," “ Oh , please , kiss my derrière , ” Madame Palissy muttered in what may or may not have ben Aziraphale ’s general direction .",[32],"[193, 7]"
1383,ROMANCE,7,Neutral, If she ’d say that to someone she thought was a man of the cloth – – !,[28],[7]
1383,ROMANCE,8,Negative," And to think Aziraphale had counted her something like a friend while he was stationed in this backwater , and in fact had nearly sent Bernard an anonymous note with a formula he ’d picked up in Bianjing a few hundred years ago !",[28],"[7, 75, 76, 81]"
1383,ROMANCE,10,Positive," “ I thought he was dead , you see , ” Bernard was mumbling into one hand as he opened the doors to his studio .",[28],"[7, 97, 193, 100]"
1383,ROMANCE,13,Negative," “ I carried him all the way in here without so much as a twitch , but as soon as I brought over the tools to cast his body , he knocked them out of my hands ! ”",[28],"[193, 7, 125]"
1383,ROMANCE,14,Neutral," “ — Oh , I _ do _ see , ” Aziraphale sighed : Crowley was sprawled in a huge , glorious , and obviously self - satisfied scaly sprawl across one of the work tables .","[28, 55]","[7, 366, 132, 193]"
1383,ROMANCE,15,Negative," “ Actually , Monsieur Fell , ” Bernard continued , face blanching , “ I could have sworn he started hissing _ your name !","[57, 28]","[167, 7, 193, 144]"
1383,ROMANCE,16,Negative," _ ” Aziraphale could feel his mouth start to pucker into a sour moue and tried to control himself – – when in Rome , of course ; but in Xaintes ?",[28],"[7, 148, 149]"
1383,ROMANCE,18,Neutral," In the current political clime [ 4 ] , he just could n’t abide being mistaken for one .",[28],"[159, 160, 161, 7]"
1383,ROMANCE,19,Positive," “ Is that so , ” he managed .",[28],"[164, 7]"
1383,ROMANCE,20,Negative," “ At first I thought I ’d just fallen and hit my head , but then he did it again in front of my wife – – well , honestly , Monsieur Fell , when everything fell the antimony fell into the pearlash and I suddenly began to understand how a new formula could come together . ”","[57, 28]","[166, 167, 193, 7, 242]"
1383,ROMANCE,22,Negative," “ I took it as a sign from God , ” Bernard said , his eyes misting .",[28],"[7, 193, 242, 187]"
1383,ROMANCE,25,Negative, Aziraphale could n’t help but ask .,[28],[7]
1383,ROMANCE,26,Negative," “ She ’s not as convinced of his heavenly origin , ” Bernard admitted , which at least explained Madame Palissy ’s sudden disdain .",[28],[7]
1383,ROMANCE,27,Negative," Really , this was typical of Crowley – – whose company Aziraphale was only minorly ashamed to admit he enjoyed .","[55, 28]","[366, 7]"
1383,ROMANCE,28,Negative," Crowley had a way of squeezing into Aziraphale ’s business and mucking things up , usually while he lounged about as languid as insouciance itself , grinning at Aziraphale over the tops of those sod - awful little spectacles he ’d started wearing once humans had taught him about grinding glass .","[55, 84, 28]","[366, 7, 209, 216]"
1383,ROMANCE,30,Neutral," “ Ssssssssssssssssssssssss , ” said Crowley [ 5 ] , still belly - up and starting to wriggle .",[55],"[366, 229, 230]"
1383,ROMANCE,32,Negative," Bernard , who was crawling about on the floor and picking up the mysterious instruments of his trade , shook his head in disbelief .",[28],[7]
1383,ROMANCE,34,Positive," Figuring that a little bit of extra ethnocentrism could be forgiven if it saved Bernard ’s soul from Crowley ’s sinuous wiles in the long run , Aziraphale tried , “ Well , are not the English snakes ? ”","[96, 97, 28]","[7, 250, 366]"
1383,ROMANCE,35,Positive," Bernard let out a frankly embarrassing honk of a laugh that turned into a yelp when Aziraphale lunged and caught Crowley with both hands , lifting him in one swift yank .","[28, 55]","[7, 366, 259]"
1383,ROMANCE,36,Negative," “ Now , now , nothing to be afraid of , my dear boy , ” said Aziraphale , as Crowley turned suddenly biddable in Aziraphale ’s hands and hissed a coy farewell to Bernard .","[28, 55]","[265, 266, 7, 366, 398]"
1383,ROMANCE,37,Neutral," “ Be careful , Monsieur le pasteur , ” Bernard said , starting once again to set the workshop to rights .","[111, 112]","[276, 277, 7]"
1383,ROMANCE,38,Neutral, “ Who knows what devil may walk in him . ”,[114],[285]
1383,ROMANCE,39,Neutral," “ I know , ” said Aziraphale , looking disapprovingly down his nose at Crowley ’s snaky smile .","[115, 116, 114]","[398, 7, 285, 366]"
1383,ROMANCE,40,Positive," “ Until I see you again , Bernard .",[28],"[7, 398, 391]"
1383,ROMANCE,42,Negative," [ 6 ] “ Why do n’t you just let the door hit you on the way out , you conniving , areligious , artistic – – ” Madame Palissy muttered under her breath as Aziraphale headed out the house ’s grand front door , unaccompanied by so much as a servant .","[28, 122]","[295, 7, 391, 303]"
1383,ROMANCE,43,Negative," It was n’t that Aziraphale went in for servants , or anything ; being a servant himself – – though of course Aziraphale was n’t a bit reluctant to serve the Almighty Good for ever and ever Amen et cetera – – he was rather looking forward to humans abolishing the institution .",[28],"[7, 310, 315]"
1383,ROMANCE,45,Neutral," Crowley at least waited until they passed a convenient tree to grow his usual legs and cocked eyebrows and shoes , or at least presumably they were shoes .","[55, 28]","[366, 332, 7]"
1383,ROMANCE,47,Negative," “ I thought you ’d said you ’d given up on art after all that dreadful nonsense with the Inquisition , ” Azirphale said , peering suspiciously at him .","[130, 28]","[338, 398, 391, 346, 7]"
1383,ROMANCE,51,Neutral, You _ like _ Bernard . ”,[132],"[391, 353]"
1383,ROMANCE,52,Positive," “ I take offense to that , ” Crowley said , looking a great deal happier than the last time Aziraphale had seen him – – when both of their hands had been drenched in blood .","[55, 134]","[366, 356, 398, 361, 7]"
1383,ROMANCE,54,Neutral, You wanted him to succeed . ”,[55],"[366, 391]"
1383,ROMANCE,55,Neutral," “ I do n’t like anybody , ” Crowley insisted , slinging an arm around Aziraphale ’s neck .",[55],"[366, 7, 398]"
1383,ROMANCE,58,Neutral," Behind them , through the grand front door , around the workshop , deep within the house , Bernard took his wife by the shoulders and kissed her in celebration .","[28, 141]","[7, 379, 405]"
1383,ROMANCE,59,Negative," “ You know there ’s no way that man is possibly a good Christian , ” she sighed , patting him on the cheek .","[141, 28]","[405, 7, 391, 394]"
1383,ROMANCE,60,Negative," “ Oh , I ’ve seen him eat an entire wheel of brie in one sitting – – he ca n’t be anything but a Catholic at heart , ” Bernard agreed , spinning her around .","[28, 141]","[395, 396, 7, 398, 405]"
1383,ROMANCE,62,Negative," [ 7 ] — [ 1 ] The other half had , of course , already stirred enough of da Vinci ’s paint pots to know they preferred their paint - sticks remain dry .",[153],"[413, 414, 415, 419]"
1383,ROMANCE,63,Neutral," Aziraphale , for his own part , did n’t mind grinding an egg white now and again .",[28],"[7, 422]"
1383,ROMANCE,65,Neutral," [ 1 ] There was of course still a loophole in the fine print for any shortcuts that , in hindsight , could be argued convincingly to be miracles , but by the end of the decade - long Human Resources training Aziraphale had privately decided to wash his hands of the whole affair – – well , a little flaming sword now and again notwithstanding .","[28, 161]","[428, 7, 430, 433]"
1383,ROMANCE,66,Neutral," [ 4 ] Which was to say , ever since Cain had single - stonedly invented politics .",[163],"[443, 444]"
1383,ROMANCE,68,Negative," Or , possibly , “ Look , Ma , no hands . ”",[165],[450]
1383,ROMANCE,70,Neutral," [ 6 ] The pearlash and the antimony – – along with saltwort , iron , tin , and a dash of lead monoxide , among other mysterious and poisonous powders – – did , in fact , eventually turn into a kind of rustic ceramic that , upon rediscovery in the 19th century , made no fewer than four art historians sitting in a basement of the British Museum cry real tears for the first time since they ’d left their mothers to attend Eton , Eton , Harrow , and Eton .",[174],"[454, 455, 456, 457, 460, 484, 470, 474]"
1383,ROMANCE,71,Negative," [ 7 ] If Bernard ever made such a dish , the Messrs. Etons and Harrow were unable to find it – – there were serpents aplenty , but no representatives of ultimate evil , which was just as well , since the Messrs. would have found that sort of thing very embarrassing .","[28, 178, 174]","[482, 7, 484, 487, 497]"
1383,ROMANCE,72,Positive," Unbeknownst to the Messrs. or their descendants , inside a locked cabinet tucked in the kitchen of a stupidly posh flat in Mayfair sat a precious wheel of very , very , very aged brie .",[180],"[493, 497]"
1383,ROMANCE,73,Neutral," Underneath it , a ceramic angel ( perhaps slightly more cherubic in model than he would have preferred ) wrestled a snake .",[182],"[501, 504]"
1383,ROMANCE,2,Neutral," “ Come into the workshop , would you ? ”",[],[61]
1383,ROMANCE,9,Neutral, This kind of entitlement was exactly why Upstairs had recently changed their policy on shortcuts [ 3 ] .,[],"[88, 89, 93]"
1383,ROMANCE,11,Positive," “ I had a vision in a dream last year : a serving dish – – scenes from Genesis , with Satan in the form of a great serpent . ”",[],"[106, 193, 112, 113]"
1383,ROMANCE,12,Neutral," “ Yes , what a carefree dinner party that would lead to , I ’m sure . ”",[],[193]
1383,ROMANCE,17,Negative, It was n’t that Aziraphale particularly disliked the French .,[],"[7, 157, 158]"
1383,ROMANCE,21,Neutral, “ Did you . ”,[],[193]
1383,ROMANCE,23,Neutral," “ It ’s going to work this time , it really is . ”",[],[242]
1383,ROMANCE,24,Neutral, “ And your wife ? ”,[],[193]
1383,ROMANCE,29,Neutral," “ We ’ll see about that , ” Aziraphale promised , and stepped around the upended tools .",[],"[224, 225, 7]"
1383,ROMANCE,31,Negative," “ This is unbelievably undignified , you know , my dear . ”",[],"[233, 398]"
1383,ROMANCE,33,Neutral, “ Snakes understand English ? ”,[],[244]
1383,ROMANCE,44,Neutral, But one could n’t deny the _ decorum _ was wanting .,[],[321]
1383,ROMANCE,46,Positive," “ Hallo , angel , fancy seeing you around these parts . ”",[],"[335, 391]"
1383,ROMANCE,48,Negative," “ Well , it was a trying time . ”",[],[346]
1383,ROMANCE,50,Neutral," You ’re sentimental , is what you are .",[],[391]
1383,ROMANCE,53,Neutral, “ You do !,[],[391]
1383,ROMANCE,56,Neutral, “ I ’m a demon .,[],[398]
1383,ROMANCE,57,Positive, It ’s in the job description . ”,[],[376]
1383,ROMANCE,61,Neutral," “ But , darling , what matter is the brie as long as it ’s eaten off a plate fine enough for an angel himself ! ”",[],"[407, 411]"
1383,ROMANCE,64,Neutral, [ 2 ] Frenchly .,[],"[426, 427]"
1383,ROMANCE,67,Neutral," [ 5 ] “ Hello , angel , ” in Snake .",[],"[447, 448]"
1383,ROMANCE,69,Neutral, The two phrases sound remarkably similar .,[],[452]
1383,ROMANCE,74,Negative," If the cheese could think , it might have wondered what they were both smiling about – – but seeing it was a cheese , it could not .",[],[508]
1383,ROMANCE,75,Negative," Like most of the things on Heaven And / Or Hell ’s Green Earth , it simply waited for what was to come .",[],"[517, 515, 516]"
1400,ROMANCE,4,Neutral, Crowley ’s eyes sprang open as soon as he sensed a commotion in the air around him .,"[6, 9]","[155, 325]"
1400,ROMANCE,5,Neutral, He glanced over his shoulder to Aziraphale ’s spot .,[9],[325]
1400,ROMANCE,6,Neutral," As he guessed , the angel was awake .",[9],[325]
1400,ROMANCE,7,Positive," Crowley did a mighty full body stretch , additionally scratching his head on the pillow .","[6, 9]","[155, 325]"
1400,ROMANCE,8,Negative, A shallow groan escaped his lips as he itched the right spot .,[9],[325]
1400,ROMANCE,16,Negative," Crowley flung his arms over the bed , fingers actively trying to reach for the angel .",[6],[155]
1400,ROMANCE,18,Negative, Soft fingers outstretched and gave the behind of Crowley ’s ear a quick rub .,[6],[155]
1400,ROMANCE,19,Negative," When contact ended , he huffed in disappointment .",[21],[72]
1400,ROMANCE,20,Neutral, He guessed he should get ready for the day .,[21],"[65, 72]"
1400,ROMANCE,22,Positive, He could throw on a t - shirt and sweatpants and call it good .,[21],"[71, 72]"
1400,ROMANCE,25,Positive, Aziraphale laughed and the hot water met the tea bag inside the mug .,[9],[325]
1400,ROMANCE,26,Neutral," Crowley drug his feet sluggishly , then stopping to rest his chin on the other ’s shoulder .",[6],[155]
1400,ROMANCE,28,Neutral, Crowley planted his hands on Aziraphale ’s hips and provided a small squeeze .,"[6, 33]","[155, 325]"
1400,ROMANCE,29,Negative, The demon could never keep his hands off of him .,[35],[373]
1400,ROMANCE,31,Negative, And Crowley ’s letting loose was being quite handsy with his angel .,[6],[155]
1400,ROMANCE,33,Neutral, Aziraphale hummed in response .,[9],[325]
1400,ROMANCE,34,Positive," If the demon had his coffee - tea hybrid at this moment , he would ’ve most definitely spat it everywhere .",[35],"[373, 122]"
1400,ROMANCE,35,Neutral, His cheeks started to flush a light shade of pink .,[35],[373]
1400,ROMANCE,36,Positive, He then tried to laugh it off .,[35],"[373, 122]"
1400,ROMANCE,39,Neutral, Aziraphale smiled and continued on and stirred the tea .,[9],[325]
1400,ROMANCE,40,Neutral, Crowley felt like he could n’t get out of bed .,[6],[155]
1400,ROMANCE,42,Neutral," “ I was thinking , actually , uhm ~ ” He tried to say .",[6],"[133, 155]"
1400,ROMANCE,43,Neutral, Words could n’t form in time until the angel finished it for him .,[6],"[139, 155]"
1400,ROMANCE,45,Neutral, Crowley gave him a curt nod and snaked his arms around Aziraphale ’s stomach .,[6],"[155, 325]"
1400,ROMANCE,46,Positive, The angel gave him a small peck on the cheek and told him to get ready .,[6],[155]
1400,ROMANCE,47,Negative, Crowley flopped back down on their bed and waited patiently .,[6],[155]
1400,ROMANCE,48,Negative, The sensations were already crowded in his mind .,[6],[155]
1400,ROMANCE,49,Negative, The feeling of even having his wings out too !,[6],[155]
1400,ROMANCE,50,Negative, Aziraphale ’s hands could motion around each feather and the loose ones .,[9],[325]
1400,ROMANCE,52,Neutral, He pressed himself further into the bedsheets .,[6],[155]
1400,ROMANCE,53,Positive, Imagining Aziraphale ‘s strong hand and soft tone of voice toying with him .,[6],[155]
1400,ROMANCE,54,Neutral," Holding his head into the bed , showered with praise .",[6],[155]
1400,ROMANCE,55,Negative, Crowley ’s snapped back to reality when he heard a prolonged sip behind him .,[6],[155]
1400,ROMANCE,58,Negative," Crowley , embarrassed in his fantasies , blushed a deeper red as Aziraphale walked towards him .","[67, 9, 6]","[325, 155]"
1400,ROMANCE,61,Neutral, Crowley nodded .,[6],[155]
1400,ROMANCE,62,Neutral," Aziraphale ’s hand found its way on his back , making the demon shutter .",[6],"[325, 155]"
1400,ROMANCE,63,Negative, The bed bent down as the angel sat down next to Crowley .,[6],[155]
1400,ROMANCE,66,Positive, Crowley ’s wings started to materialize and folded neatly against his back .,[6],[155]
1400,ROMANCE,68,Neutral, The praise alone made Crowley squirm from under him .,[6],[155]
1400,ROMANCE,71,Negative," Manners my dear , would n’t want - “ He was cut off by a high pitched whine .",[6],"[223, 155]"
1400,ROMANCE,73,Positive," Crowley , of course , disagreed with this statement .",[80],[155]
1400,ROMANCE,74,Negative, He dug his face into a nearby pillow to try and avoid his lover ’s smug look .,[6],[155]
1400,ROMANCE,75,Negative," Aziraphale ’s palm started to glide along his spine , then ending at his tailbone .","[9, 6]","[325, 155]"
1400,ROMANCE,76,Negative," Trying to avoid the wings for now , Aziraphale motioned them out of his way .",[9],"[243, 325, 260]"
1400,ROMANCE,77,Neutral, “ Angelllll … ” Crowley slurred into the sheets .,[6],"[155, 251]"
1400,ROMANCE,78,Neutral, Aziraphale glanced back to the demon writhing under his fist .,[9],[325]
1400,ROMANCE,83,Positive, Crowley groaned deeply .,[6],[155]
1400,ROMANCE,85,Positive," You were such a good boy yesterday , ” Crowley felt his skin prickle .",[6],"[264, 155]"
1400,ROMANCE,86,Neutral," A spasm resulted in a stray wing smacked Aziraphale square in the chest , almost knocking him off the bed .",[6],"[325, 155]"
1400,ROMANCE,88,Positive," He only placed the vantablack wing where it belonged , and moved on .",[99],"[277, 284]"
1400,ROMANCE,89,Neutral, Some time later ; Crowley is n’t keeping track of time anymore .,[6],[155]
1400,ROMANCE,90,Negative, And he did n’t care how long it ’s been .,[99],"[284, 285]"
1400,ROMANCE,91,Neutral, Feathers littered the floor as Aziraphale started to preen his wings .,[9],[325]
1400,ROMANCE,94,Neutral, He complained again .,[9],[325]
1400,ROMANCE,95,Neutral, His words fell heavy on the sheets under him .,[9],[325]
1400,ROMANCE,97,Neutral," He started to shift his weight , cracking Crowley ’s lower back in the process .","[6, 9]","[155, 325]"
1400,ROMANCE,98,Neutral," ( Yes , Aziraphale was sitting on Crowley to keep him from squirming ) “ Zira , ” He breathed .","[9, 6, 112]","[325, 155, 305]"
1400,ROMANCE,101,Neutral, His cries were not heard by the angel atop him .,[9],[325]
1400,ROMANCE,102,Negative, Crowley unknowingly started to grind his hips on the mattress below .,[6],[155]
1400,ROMANCE,107,Negative," Another loose primary was plucked from his wing , shooting a prick of pain up Crowley ’s spine .","[121, 9]","[325, 155]"
1400,ROMANCE,108,Negative, Crowley wanted to say in retaliation “ Your a stubborn bastard . ”,[6],"[155, 348]"
1400,ROMANCE,109,Negative, But he decided to save his words for a … less vulnerable time .,[6],[155]
1400,ROMANCE,111,Neutral, Grumbling deep in his throat .,[6],[155]
1400,ROMANCE,114,Neutral, Aziraphale ’s arms stretched up Crowley ’s back .,"[9, 6]","[325, 155]"
1400,ROMANCE,116,Positive, The angel praised as he pressed all of his weight onto Crowley .,"[6, 131]","[155, 45]"
1400,ROMANCE,117,Positive, Leaving the demon no choice but to accept and he ground further into the bed .,[131],[45]
1400,ROMANCE,118,Positive, The angel nuzzled his face into the other ’s neck .,[131],[45]
1400,ROMANCE,121,Neutral," Good ... ” He mumbled , lips grazing the shell of his ear .",[131],[45]
1400,ROMANCE,128,Neutral, Crowley did n’t respond right away .,[6],[155]
1400,ROMANCE,129,Neutral, He just whined helplessly under the angel .,[6],[155]
1400,ROMANCE,130,Neutral," His words were slurred and almost inaudible , “ Kisssss",[6],"[378, 155]"
1400,ROMANCE,0,Negative, ## Early morning massages Today was what humans call “ a lazy day . ”,[],"[0, 1, 3]"
1400,ROMANCE,1,Neutral, Clouds hung heavy with rain over South Downs .,[],"[4, 6]"
1400,ROMANCE,2,Positive, The mornings were usually calm .,[],[7]
1400,ROMANCE,3,Negative," No longer the constant honking of traffic , or the bustling of feet while one ’s trying to sleep .",[],[8]
1400,ROMANCE,14,Negative, And it was only 9:00 am !,[],"[40, 41]"
1400,ROMANCE,15,Neutral, “ Ca n’t I have both ? ”,[],[42]
1400,ROMANCE,17,Negative," Aziraphale only made a small ‘ tsk ’ sound and commented , “ That ’s unethical and I can never bring myself to do that . ”",[],"[50, 51, 325, 55]"
1400,ROMANCE,21,Negative, But there was no motivation present .,[],[68]
1400,ROMANCE,23,Neutral, “ You slept like a rock darling .,[],[133]
1400,ROMANCE,24,Neutral, I even tried waking you . ”,[],[133]
1400,ROMANCE,27,Neutral, “ You knocked me up last night . ”,[],"[209, 133]"
1400,ROMANCE,30,Negative," Ever since the Non-pocalypse , they could finally let loose .",[],"[101, 102]"
1400,ROMANCE,32,Negative, “ - Not my fault you ’re so flexible . ”,[],[133]
1400,ROMANCE,37,Negative, But it came out in a nervous tone .,[],[122]
1400,ROMANCE,38,Positive, “ I ’m actually quite sore … ” “ Good . ”,[],"[133, 125]"
1400,ROMANCE,41,Negative, Never before had the angel been so dominant and demanding ( that night ) .,[],[132]
1400,ROMANCE,44,Neutral, “ Rub your back ? ”,[],[142]
1400,ROMANCE,56,Neutral, “‘ Seem to be enjoying yourself ? ”,[],[187]
1400,ROMANCE,64,Negative," “ Poor dear , ‘ sure did break you last night . ”",[],"[209, 211]"
1400,ROMANCE,65,Neutral, Aziraphale hummed .,[],[325]
1400,ROMANCE,69,Neutral, “ Ngk !,[],[220]
1400,ROMANCE,70,Neutral, Just get on with it ” “ Tsk !,[],[221]
1400,ROMANCE,72,Neutral," “ Sensitive , are we ? ”",[],[227]
1400,ROMANCE,82,Neutral," Softly massaging them at first , then getting to deep tissue .",[],"[258, 260]"
1400,ROMANCE,84,Positive," “ Relax , my dear .",[],[155]
1400,ROMANCE,103,Neutral," Small movements at first , then turned into full on rocking .",[],[316]
1400,ROMANCE,104,Neutral, “ Dear … I ’m almost done .,[],"[318, 345]"
1400,ROMANCE,105,Neutral, Can you hold on a little longer ?,[],[348]
1400,ROMANCE,106,Negative, This one feather is a stubborn bastard . ”,[],[321]
1400,ROMANCE,115,Positive, “ My dear … you were so good for me . ”,[],"[345, 348]"
1400,ROMANCE,124,Neutral, “ P. .,[],[372]
1511,ROMANCE,1,Positive, Raphael had always been good in bed .,[1],[447]
1511,ROMANCE,2,Neutral, Ba'al gasped as Raphael 's lips traced a path across their chest .,[1],"[447, 14]"
1511,ROMANCE,3,Neutral," They had one hand anchored in the bed sheets , the other twisted demandingly in Raphael 's hair .",[1],"[11, 447, 14]"
1511,ROMANCE,4,Neutral, Raphael did n't hurry .,[1],[447]
1511,ROMANCE,5,Positive, His clever hands caressed Ba'al 's hips and the outside of their thighs .,[1],"[447, 554, 39]"
1511,ROMANCE,8,Neutral," Raphael raised his head , smirking .",[1],[447]
1511,ROMANCE,9,Neutral, His eyes sparkled .,[1],[447]
1511,ROMANCE,10,Negative, Ba'al repressed a wave of relief that their overt display of ... status ... had n't disgusted Raphael .,[1],"[447, 39]"
1511,ROMANCE,11,Neutral, Not that he had shown any signs of caring that Ba'al was a demon these days .,[1],"[447, 46, 554, 49]"
1511,ROMANCE,13,Neutral, Raphael teased .,[1],[447]
1511,ROMANCE,15,Positive," And , oh , that was so perfectly like the Raphael they remembered from Before .",[14],"[58, 56, 68]"
1511,ROMANCE,18,Neutral, Raphael considered .,[1],[447]
1511,ROMANCE,21,Negative," "" He stretched back up to lie alongside them .",[1],"[447, 68]"
1511,ROMANCE,22,Negative, His eyes were intent on their face while his hand skated down over their belly to where they were wet and aching .,[1],"[203, 447]"
1511,ROMANCE,23,Neutral, Raphael kissed them hungrily .,[1],"[447, 203]"
1511,ROMANCE,26,Neutral, Healer 's hands Raphael would laugh .,[1],"[447, 84]"
1511,ROMANCE,27,Neutral, Ba'al made a sound of approval into the kiss .,[21],[554]
1511,ROMANCE,28,Neutral," Raphael stroked , circling where they were most sensitive .",[1],"[447, 203]"
1511,ROMANCE,29,Positive," He drew them up , played their body until it became a single piercing note .",[1],"[447, 203, 96]"
1511,ROMANCE,31,Positive," When they blinked their eyes open , Raphael was watching intently .",[1],"[447, 203]"
1511,ROMANCE,32,Neutral, His eyes were dark with arousal .,[1],[447]
1511,ROMANCE,33,Neutral, Ba'al gave him a lazy smile .,[1],[447]
1511,ROMANCE,34,Positive," Raphael moved his fingers a little , a question on his face .",[1],[447]
1511,ROMANCE,38,Negative, They had forgotten Raphael 's rather thorough knowledge of their body 's capacity for multiple orgasms .,[1],"[447, 203]"
1511,ROMANCE,41,Negative," Raphael did n't kiss them this time , just watched .",[1],"[447, 203]"
1511,ROMANCE,46,Negative," Heat , so unlike Hell 's painful flames , burned through them .",[34],"[139, 203, 141]"
1511,ROMANCE,47,Neutral, Raphael licked his lips .,[1],[447]
1511,ROMANCE,48,Neutral," They remembered , with a visceral rush , what it was like to have Raphael 's mouth on them .",[1],"[447, 203, 154]"
1511,ROMANCE,50,Negative, Raphael slid a slow finger into them .,[1],"[447, 203]"
1511,ROMANCE,53,Neutral," Raphael was n't a threat , was the opposite of a threat .",[1],[447]
1511,ROMANCE,56,Neutral," Raphael shifted above them , settling his body between their thighs .",[1],"[447, 203]"
1511,ROMANCE,62,Neutral," Raphael seemed to sense them watching , because he looked up to hold Ba'al 's gaze as he kissed the last inch down and fit his mouth over Ba'al 's clit .",[1],"[447, 203, 554]"
1511,ROMANCE,66,Negative," Raphael was smiling down there , they could feel it .",[1],"[447, 203, 238]"
1511,ROMANCE,67,Neutral, His fingers were moving blessedly slow .,[1],[447]
1511,ROMANCE,68,Negative, Ba'al would call it a tease if they did n't know for sure Raphael would follow through .,[53],"[447, 554, 238, 203]"
1511,ROMANCE,69,Negative, He did n't speed up until Ba'al was pulling at his hair .,[1],"[447, 554]"
1511,ROMANCE,71,Neutral," Only then did Raphael fuck into them in earnest , meeting the rhythm Ba'al set , tongue pressed just right .",[1],"[447, 203]"
1511,ROMANCE,74,Negative," They reached down and pulled Raphael up , wrapping their legs around Raphael 's waist .",[1],"[447, 203]"
1511,ROMANCE,75,Negative," Raphael resisted for half a moment , long enough to ask , "" In you now , darling ? """,[1],"[447, 269, 203]"
1511,ROMANCE,76,Neutral," When Ba'al nodded , impatient , Raphael let them have his cock .",[1],"[447, 203, 554]"
1511,ROMANCE,77,Negative," Oh , he was every bit as big and thick as Ba'al remembered , craved .",[1],"[554, 447]"
1511,ROMANCE,78,Negative," Ba'al did n't let him slow again , pushing up into him with the same speed he 'd been taking them .",[1],"[447, 203, 554]"
1511,ROMANCE,80,Negative," They could hear Raphael now , the little gasps and moans he made .",[1],"[447, 290, 203]"
1511,ROMANCE,81,Negative," He was shifting a little , and even knowing what he was angling for , it still took Ba'al by surprise .",[1],"[447, 298]"
1511,ROMANCE,83,Negative," They were wet and swollen , almost too sensitive where Raphael rubbed against them inside and out .",[1],"[447, 203]"
1511,ROMANCE,84,Neutral," It had been forever since they 'd had Raphael in them and , oh .",[1],"[447, 304, 203]"
